Course title,Course_Type,Organization,Skills,Workload,Difficulty_level,Language,Course_link,Ratings,Review count,Payment_Model
Perform data science with Azure Databricks,Individual Course,Microsoft,"Software Development, Cloud Computing","5 weeks of study, 1-2 hours/week.",Intermediate,en,https://www.coursera.org/learn/perform-data-science-with-azure-databricks,3.1,79,Free Audit / Pay for Cert
World Design for Video Games,Individual Course,California Institute of the Arts,"Music And Art, Design And Product",,Beginner,en,https://www.coursera.org/learn/video-game-world,4.5,821,Free Audit / Pay for Cert
Making Your First Virtual Reality Game,Individual Course,University of London,"Design And Product, Software Development","4 weeks of study, 2-4 hours per week",Intermediate,en,https://www.coursera.org/learn/making-virtual-reality-game,4.5,89,Free Audit / Pay for Cert
Integrate Private Service Connect with Service Directory,Individual Course,Google Cloud,"Cloud Computing, Computer Security And Networks",1 hour,Beginner,en,https://www.coursera.org/learn/googlecloud-integrate-private-service-connect-with-service-directory-5bxwb,N/A,0,Free Audit / Pay for Cert
Fixing Healthcare Delivery 2.0: Advanced Lean,Individual Course,University of Florida,Healthcare Management,5 weeks 2-5 hours per week,N/A,en,https://www.coursera.org/learn/fixing-healthcare-delivery-advanced-lean,4.7,44,Free Audit / Pay for Cert
GenAI for Customer Support,Individual Course,Coursera,"Leadership And Management, Business Strategy",1 Hour,Beginner,en,https://www.coursera.org/learn/genai-for-customer-support,N/A,7,Free Audit / Pay for Cert
Foundations of Career Navigating and Coaching,Individual Course,Goodwill Industries International,"Education, Leadership And Management",,Beginner,en,https://www.coursera.org/learn/foundations-of-career-navigating-and-coaching,4.7,357,Free Audit / Pay for Cert
Create a Targeted Ad With Facebook Audience Insights,Individual Course,Coursera,"Marketing, Entrepreneurship",1.5 hours,Advanced,en,https://www.coursera.org/learn/create-targeted-ad-facebook-audience-insights,4.4,7,Free Audit / Pay for Cert
End-to-End ASP.NET Core - PostgreSQL Data Stores & Azure Services,Individual Course,Packt,"Software Development, Cloud Computing",,Intermediate,en,https://www.coursera.org/learn/packt-end-to-end-asp-net-core-postgresql-data-stores-azure-services-g6mbp,N/A,0,Free Audit / Pay for Cert
التسويق في عالم رقمي,Individual Course,University of Illinois Urbana-Champaign,"Marketing, Economics","4 weeks of study, 6-8 hours/week",Beginner,ar,https://www.coursera.org/learn/marketing-digital-ar,4.6,45,Free Audit / Pay for Cert
Master Retrieval-Augmented Generation (RAG) Systems,Individual Course,Packt,"Machine Learning, Data Management",,Intermediate,en,https://www.coursera.org/learn/packt-master-retrieval-augmented-generation-rag-systems-ac9w2,N/A,4,Free Audit / Pay for Cert
Design and Make Infographics (Project-Centered Course),Individual Course,Michigan State University,"Business Essentials, Music And Art","6 hours of study, 8 hours of project work",N/A,en,https://www.coursera.org/learn/infographic-design,4.6,960,Free Audit / Pay for Cert
Easy Instagram Reels in Canva: Design & Post,Individual Course,Skillshare,Design And Product,,N/A,en,https://www.coursera.org/learn/easy-instagram-reels-in-canva-design--post,N/A,0,Free Audit / Pay for Cert
Flush Out a Feature on Coursera in Miro,Individual Course,Coursera,Design And Product,1 hour,Beginner,en,https://www.coursera.org/learn/coursera-feature-miro,4.7,3,Free Audit / Pay for Cert
Text Retrieval and Search Engines,Individual Course,University of Illinois Urbana-Champaign,"Data Analysis, Machine Learning",,N/A,en,https://www.coursera.org/learn/text-retrieval,4.5,963,Free Audit / Pay for Cert
Google Workspace のトラブルシューティング,Individual Course,Google Cloud,Cloud Computing,,Beginner,ja,https://www.coursera.org/learn/google-workspace,N/A,0,Free Audit / Pay for Cert
Future Development in Supply Chain Finance and Blockchain Technology,Individual Course,New York Institute of Finance,Finance,"3 weeks of study, 2 hours/week",Intermediate,en,https://www.coursera.org/learn/future-developments-supply-chain-finance-blockchain-technology,4.5,98,Free Audit / Pay for Cert
عرض اقتراح المبيعات ب Microsoft PowerPoint.,Individual Course,Coursera,"Marketing, Entrepreneurship",1.3 Hours,Beginner,ar,https://www.coursera.org/learn/eard-aqtirah-almabieat-b-microsoft-powerpoint,N/A,0,Free Audit / Pay for Cert
Formadores de Ciudadanía,Individual Course,Universidad de los Andes,"Education, Personal Development",6 horas a la semana por 6 semanas,Beginner,es,https://www.coursera.org/learn/formadores-ciudadania,4.9,495,Free Audit / Pay for Cert
Understanding the Australian economy: An introduction to macroeconomic and financial policies,Individual Course,The University of Sydney,"Economics, Governance And Society",,N/A,en,https://www.coursera.org/learn/australian-economy,4.5,64,Free Audit / Pay for Cert
Proyecto final sobre negociación para un mejor clima laboral,Capstone Project,Universidad Nacional Autónoma de México,Business Essentials,"4 semanas de estudio, 2-4 horas por semana",N/A,es,https://www.coursera.org/learn/proyecto-negociacion,4.5,73,Subscription
Benchmark & Optimize LLM App Performance,Individual Course,Coursera,"Machine Learning, Cloud Computing",75 minutes,Intermediate,en,https://www.coursera.org/learn/benchmark-optimize-llm-app-performance,N/A,0,Free Audit / Pay for Cert
Büyük Dil Modellerine Giriş,Individual Course,Google Cloud,Cloud Computing,,Beginner,tr,https://www.coursera.org/learn/byk-dil-modellerine-giri-tr,N/A,3,Free Audit / Pay for Cert
Value-Based Care: Capstone Project,Capstone Project,University of Houston,"Public Health, Patient Care",2-3 hours/week,Beginner,en,https://www.coursera.org/learn/value-based-care-capstone,4.8,12,Subscription
Communication Skills for University Success,Individual Course,The University of Sydney,Education,"6 weeks of study, 2-4 hours/week",Beginner,en,https://www.coursera.org/learn/communication-skills,4.8,1123,Free Audit / Pay for Cert
GoHighLevel for Beginners: Voice AI Automated Appointments ,Individual Course,Coursera,"Machine Learning, Marketing",2 hours,Beginner,en,https://www.coursera.org/learn/rudi-hinds-gohighlevel-for-beginners-voice-ai-automated-appointments,N/A,0,Free Audit / Pay for Cert
Analyze Investment Banking & Financial Market Fundamentals,Individual Course,EDUCBA,"Business Essentials, Finance",,Beginner,en,https://www.coursera.org/learn/analyze-investment-banking-financial-market-fundamentals,N/A,0,Free Audit / Pay for Cert
TikTok Growth: Boost Your Engagement,Individual Course,Coursera,"Marketing, Design And Product",,Beginner,en,https://www.coursera.org/learn/tiktok-growth-boost-your-engagement,N/A,0,Free Audit / Pay for Cert
The Impactful Communicator-Creating Connection and Influence,Individual Course,University of London,Business Essentials,"4 weeks of study, 3-5 hours/week",Beginner,en,https://www.coursera.org/learn/the-impactful-communicator-creating-connection-and-influence,N/A,0,Free Audit / Pay for Cert
Villes africaines: Mobilités et transports urbains,Individual Course,École Polytechnique Fédérale de Lausanne,Governance And Society,"5 semaines d'étude, 1-2 heures / semaine",N/A,fr,https://www.coursera.org/learn/mobilite-afrique,4.4,25,Free Audit / Pay for Cert
Amazon Connect Routing Fundamentals,Individual Course,Amazon Web Services,Networking,,Beginner,en,https://www.coursera.org/learn/amazon-connect-routing-fundamentals,N/A,1,Free Audit / Pay for Cert
Getting Started with Unity and Basic 2D/3D Game Development,Individual Course,Packt,"Mobile And Web Development, Design And Product",,Beginner,en,https://www.coursera.org/learn/game-getting-started-with-unity-and-basic-2d-3d-game-development-ezykz,N/A,0,Free Audit / Pay for Cert
"Global Health Security, Solidarity and Sustainability through the International Health Regulations",Individual Course,University of Geneva,"Public Health, Governance And Society","6 weeks of study, 3-5 hours/week",Intermediate,en,https://www.coursera.org/learn/international-health-regulations,4.7,105,Free Audit / Pay for Cert
Relational Database Administration Capstone Project,Individual Course,IBM,"Data Management, Data Analysis","6 modules, 2–3 hours per module",Advanced,en,https://www.coursera.org/learn/relational-database-administration-capstone-project,4.7,16,Free Audit / Pay for Cert
The Business of Ideas: IP in the Real World,Individual Course,University of Pennsylvania,"Business Strategy, Law",,N/A,en,https://www.coursera.org/learn/the-business-of-ideas-ip-in-the-real-world,N/A,3,Free Audit / Pay for Cert
Noun Clauses and Conditionals,Individual Course,"University of California, Irvine",Learning English,3-4 hours/week for 4 weeks,Intermediate,en,https://www.coursera.org/learn/noun-clauses-conditionals,4.8,471,Free Audit / Pay for Cert
Data Warehousing Essentials for Analytics and AI Support,Individual Course,Northeastern University ,"Machine Learning, Data Analysis",,N/A,en,https://www.coursera.org/learn/data-warehousing-essentials-for-analytics-and-ai-support,N/A,0,Free Audit / Pay for Cert
Design your own trading strategy – Culminating Project,Individual Course,Indian School of Business,"Finance, Economics",The estimated workload for this course is 4 to 5 hours per week,Intermediate,en,https://www.coursera.org/learn/design-trading-strategy-culminating-project,4.4,106,Free Audit / Pay for Cert
Social Determinants of Health: Health Care Systems,Individual Course,University of Minnesota,Health Informatics,,Beginner,en,https://www.coursera.org/learn/sdoh-health-care-systems,N/A,6,Free Audit / Pay for Cert
Prometheus Monitoring: Configure & Visualize Systems,Individual Course,EDUCBA,Support And Operations,,N/A,en,https://www.coursera.org/learn/prometheus-monitoring-configure-visualize-systems,N/A,2,Free Audit / Pay for Cert
"Enseñar, aprender y evaluar en Escuelas Rurales",Individual Course,Universidad Austral,Education,Se estiman entre 3 y 5 horas de estudio semanales,Beginner,es,https://www.coursera.org/learn/ensenar-aprender-evaluar-escuelas-rurales,4.9,212,Free Audit / Pay for Cert
Fundamentos de probabilidad y aplicaciones,Individual Course,Universidad de los Andes,Probability And Statistics,6 horas por semana por 6 semanas,Intermediate,es,https://www.coursera.org/learn/probabilidad,4.8,180,Free Audit / Pay for Cert
كيف تبدأ بتعلم Microsoft Excel,Individual Course,Coursera,"Personal Development, Business Essentials",1.25 hours ,Beginner,ar,https://www.coursera.org/learn/kayf-tabdaa-btaalom-microsoft-excel,4.7,16,Free Audit / Pay for Cert
Project on Logstash - Large-Scale Logging Mechanism,Individual Course,EDUCBA,Software Development,,Intermediate,en,https://www.coursera.org/learn/project-on-logstash---large-scale-logging-mechanism,4.8,14,Free Audit / Pay for Cert
Nmap,Individual Course,Packt,"Networking, Security",,Intermediate,en,https://www.coursera.org/learn/packt-nmap-42xea,N/A,0,Free Audit / Pay for Cert
Coaching for Change: Making Agility Work,Individual Course,Scrum Alliance,"Leadership And Management, Business Strategy",4 hours,Beginner,en,https://www.coursera.org/learn/coaching-for-change-making-agility-work,N/A,1,Free Audit / Pay for Cert
Networking in Google Cloud: Routing and Addressing - Français,Individual Course,Google Cloud,"Networking, Cloud Computing","2 weeks of study, 3-4 hours/week",Intermediate,fr,https://www.coursera.org/learn/networking-gcp-hybrid-connectivity-network-management-fr,N/A,1,Free Audit / Pay for Cert
Computational Social Science Capstone Project,Individual Course,"University of California, Davis","Data Analysis, Education","4 weeks of study, 2-5 hours/week",Intermediate,en,https://www.coursera.org/learn/css-capstone,4.7,40,Free Audit / Pay for Cert
Deep Learning Essentials,Individual Course,University of Pennsylvania,"Machine Learning, Software Development","4 weeks of study, 8-12 hours/week",Intermediate,en,https://www.coursera.org/learn/deep-learning-essentials,N/A,7,Free Audit / Pay for Cert
Security Fundamentals & Network Automation,Individual Course,Packt,"Networking, Security",,Intermediate,en,https://www.coursera.org/learn/packt-security-fundamentals-network-automation-q8exc,4.8,11,Free Audit / Pay for Cert
Crear una presentación empresarial con Microsoft Powerpoint,Individual Course,Coursera,"Design And Product, Business Essentials",2 horas,Beginner,es,https://www.coursera.org/learn/crear-presentacion-empresarial-microsoft-powerpoint,4.8,12,Free Audit / Pay for Cert
YouTube Video Editing in FCPX - From beginner to Pro,Individual Course,Skillshare,Music And Art,,Beginner,en,https://www.coursera.org/learn/youtube-video-editing-in-fcpx---from-beginner-to-pro,N/A,1,Free Audit / Pay for Cert
Analyze Advanced Data Using Minitab Regression Models,Individual Course,EDUCBA,Data Analysis,,N/A,en,https://www.coursera.org/learn/analyze-advanced-data-using-minitab-regression-models,N/A,0,Free Audit / Pay for Cert
Communicating Data Insights with Tableau,Individual Course,Tableau Learning Partner,"Data Analysis, Data Management","3 weeks of study, 3-5 hours/week",Beginner,en,https://www.coursera.org/learn/communicating-data-insights-with-tableau,4.7,75,Free Audit / Pay for Cert
Automating Kubernetes with GitOps,Individual Course,Pearson,Cloud Computing,Less than 2 weeks,Intermediate,en,https://www.coursera.org/learn/pearson-automating-kubernetes-with-gitops-video-training-wei51,N/A,0,Free Audit / Pay for Cert
Use Genially to Create Mind Maps,Individual Course,Coursera,"Education, Personal Development",1 hr,Beginner,en,https://www.coursera.org/learn/use-genially-to-create-mind-maps,N/A,0,Free Audit / Pay for Cert
4 AI Agentic Design Patterns – Workflows with Ollama,Individual Course,Packt,"Software Development, Design And Product",,Intermediate,en,https://www.coursera.org/learn/packt-4-ai-agentic-design-patterns-workflows-with-ollama-skuv2,N/A,0,Free Audit / Pay for Cert
Practical Python for AI Coding 2,Individual Course,Korea Advanced Institute of Science and Technology(KAIST),"Software Development, Data Analysis",,Beginner,en,https://www.coursera.org/learn/practical-python-for-ai-coding-2,4.6,26,Free Audit / Pay for Cert
Planejamento e controle da produção: fundamentos e modelagem,Individual Course,Universidade de São Paulo,"Mechanical Engineering, Business Essentials","9 semanas de estudo, 2 horas por semana",Intermediate,pt-BR,https://www.coursera.org/learn/planejamento-producao-controle,N/A,6,Free Audit / Pay for Cert
Infonomics I: Business Information Economics and Data Monetization,Individual Course,University of Illinois Urbana-Champaign,"Business Essentials, Business Strategy","8 weeks of study, 6-8 hours/week",Beginner,en,https://www.coursera.org/learn/infonomics-1,4.6,116,Free Audit / Pay for Cert
Build a Data Warehouse in AWS,Individual Course,Edureka,"Cloud Computing, Software Development","4 week of study, 3 hours/week",Intermediate,en,https://www.coursera.org/learn/build-data-warehouse-in-aws,N/A,3,Free Audit / Pay for Cert
Accelerating Analytical Queries using the AlloyDB Columnar Engine,Individual Course,Google Cloud,"Cloud Computing, Algorithms",1 hour 30 minutes,Beginner,en,https://www.coursera.org/learn/googlecloud-accelerating-analytical-queries-using-the-alloydb-columnar-eng-uugpx,N/A,0,Free Audit / Pay for Cert
Master AutoCAD Bungalow Design: Create & Analyze Layouts,Individual Course,EDUCBA,Design And Product,,Beginner,en,https://www.coursera.org/learn/master-autocad-bungalow-design-create-analyze-layouts,N/A,0,Free Audit / Pay for Cert
AWS: Management and Governance,Individual Course,Whizlabs,"Software Development, Cloud Computing","2 weeks of study, 2-3 hours/week",Intermediate,en,https://www.coursera.org/learn/aws-management-and-governance,N/A,0,Free Audit / Pay for Cert
Transformación digital,Individual Course,BCG,"Leadership And Management, Business Strategy","4 semanas de estudio, 2 horas por semana para las semanas 1-3 y 3 horas de trabajo para la semana 4",Beginner,es,https://www.coursera.org/learn/bcg-uva-darden-digital-transformation-es,4.7,281,Free Audit / Pay for Cert
Prepare for the Meta Marketing Science Certification Exam,Capstone Project,Meta,"Marketing, Data Analysis",2 weeks of study/2-3 hours per week,Intermediate,en,https://www.coursera.org/learn/prepare-for-the-meta-marketing-science-certification-exam,4.5,10,Subscription
Exploring Renewable Energy Schemes,Individual Course,University of Pennsylvania,Environmental Science And Sustainability,"6 weeks of study, 2-3 hours/week",Beginner,en,https://www.coursera.org/learn/exploring-renewable-energy,4.7,660,Free Audit / Pay for Cert
Mastering SQL Server RDS on AWS,Individual Course,Packt,"Data Management, Data Analysis",,Intermediate,en,https://www.coursera.org/learn/packt-mastering-sql-server-rds-on-aws-kahig,N/A,0,Free Audit / Pay for Cert
AWS Certified AI Practitioner (AIF-C01),Individual Course,Pearson,Machine Learning,1 hour/day for 1 week,Intermediate,en,https://www.coursera.org/learn/pearson-aws-certified-ai-practitioner-aif-c01-video-course-1-asbvj,4.6,19,Free Audit / Pay for Cert
Managing Security & Enrollment with Intune,Individual Course,Packt,"Networking, Security",,Intermediate,en,https://www.coursera.org/learn/packt-managing-security-and-enrollment-with-intune-pqxyu,4.9,11,Free Audit / Pay for Cert
Tableau Public for Beginners: Data Visualization Basics,Individual Course,Coursera,Data Analysis,1 hour,Intermediate,en,https://www.coursera.org/learn/tableau-public-for-beginners-data-visualization-basics,N/A,0,Free Audit / Pay for Cert
Basic Principles of Cell Signaling,Individual Course,Korea Advanced Institute of Science and Technology(KAIST),Basic Science,2-3 hours/week,Beginner,en,https://www.coursera.org/learn/basic-principles-of-cell-signaling,4.8,96,Free Audit / Pay for Cert
Analyze Timelines: Conquer Project Bottlenecks,Individual Course,Coursera,"Leadership And Management, Design And Product",154 minutes,Beginner,en,https://www.coursera.org/learn/analyze-timelines-conquer-project-bottlenecks,N/A,0,Free Audit / Pay for Cert
Cómo usar las funciones escondidas de Canva,Individual Course,Coursera,"Design And Product, Marketing",2 horas,Intermediate,es,https://www.coursera.org/learn/como-usar-funciones-escondidas-canva,N/A,0,Free Audit / Pay for Cert
Introduction to Basic Game Development using Scratch,Individual Course,Coursera,"Algorithms, Design And Product",2 hours,Beginner,en,https://www.coursera.org/learn/introduction-to-basic-game-development-using-scratch,4.5,260,Free Audit / Pay for Cert
Advanced Tinkercad 3D Design and Printing Techniques,Individual Course,Packt,"Design And Product, Data Management",,Advanced,en,https://www.coursera.org/learn/packt-advanced-tinkercad-3d-design-and-printing-techniques,N/A,0,Free Audit / Pay for Cert
Process & Analyze Real-Time Data Fast,Individual Course,Coursera,"Data Analysis, Data Management",70 Minutes,Intermediate,en,https://www.coursera.org/learn/process--analyze-real-time-data-fast,N/A,0,Free Audit / Pay for Cert
أساسيات مايكروسوفت آوتلوك | Microsoft Outlook Fundamentals,Individual Course,Alfaisal University | KLD,"Machine Learning, Data Management",3 أسابيع دراسة، 1 - 2 ساعة /أسبوع,Beginner,ar,https://www.coursera.org/learn/microsoft-outlook-fundamentals,4.9,18,Free Audit / Pay for Cert
Advanced GenAI Development Practices,Individual Course,SkillUp,"Software Development, Design And Product","5 weeks of study, 3-4 hours/week",Intermediate,en,https://www.coursera.org/learn/advanced-genai-development-practices,N/A,2,Free Audit / Pay for Cert
IBM Data Privacy for Information Architecture,Individual Course,IBM ,"Data Management, Business Essentials",,N/A,en,https://www.coursera.org/learn/ibm-data-privacy,4.5,49,Free Audit / Pay for Cert
Potencia tus ventas en el sector retail,Individual Course,UBITS,"Marketing, Business Strategy","1 semana de estudio, 2 horas/semana",Intermediate,es,https://www.coursera.org/learn/potencia-tus-ventas-en-el-sector-retail,4.6,34,Free Audit / Pay for Cert
Navigating Disruptions and Emerging Technologies,Individual Course,University of Illinois Urbana-Champaign,"Leadership And Management, Business Strategy","4-6 hours / week, 4 weeks of study",Beginner,en,https://www.coursera.org/learn/navigating-disruptions-emerging-technologies,4.8,43,Free Audit / Pay for Cert
Data Analysis with Tableau,Individual Course,Tableau Learning Partner,"Data Analysis, Cloud Computing","5 weeks of study, 3-5 hours/week",Beginner,en,https://www.coursera.org/learn/data-analysis-with-tableau-public,4.4,104,Free Audit / Pay for Cert
Build your first Machine Learning Pipeline using Dataiku ,Individual Course,Coursera,"Machine Learning, Software Development",2 hours,Beginner,en,https://www.coursera.org/learn/build-your-first-machine-learning-pipeline-using-dataiku-tool,4.5,9,Free Audit / Pay for Cert
Writing for Young Readers: Opening the Treasure Chest,Individual Course,Commonwealth Education Trust,Learning English,8-15 hours,N/A,en,https://www.coursera.org/learn/writing-for-children,4.7,1308,Free Audit / Pay for Cert
English for Common Interactions in the Workplace: Basic Level,Individual Course,Pontificia Universidad Católica de Chile,Learning English,,Beginner,en,https://www.coursera.org/learn/english-common-interactions-workplace-basic-level,4.7,4007,Free Audit / Pay for Cert
Advanced Generative Adversarial Networks (GANs),Individual Course,Packt,"Machine Learning, Data Analysis",,Advanced,en,https://www.coursera.org/learn/packt-advanced-generative-adversarial-networks-gans-vcwvs,N/A,2,Free Audit / Pay for Cert
Exploring the Field of U.S. Payroll,Individual Course,"Automatic Data Processing, Inc. (ADP)","Finance, Business Essentials","2 weeks of study, 2-3 hours/week",Beginner,en,https://www.coursera.org/learn/adp-exploring-the-field-payroll,4.8,89,Free Audit / Pay for Cert
Apply Generative AI Strategies for Effective Leadership,Individual Course,EDUCBA,Machine Learning,,Beginner,en,https://www.coursera.org/learn/apply-generative-ai-strategies-effective-leadership,N/A,0,Free Audit / Pay for Cert
"Agentic AI with LangGraph, CrewAI, AutoGen and BeeAI",Individual Course,IBM,"Software Development, Machine Learning","2 to 3 weeks of study, 4 to 6 hours/week",Intermediate,en,https://www.coursera.org/learn/agentic-ai-with-langgraph-crewai-autogen-and-beeai,4.8,69,Free Audit / Pay for Cert
GenAI in Business: Strategies for Successful Execution,Individual Course,University of Michigan,"Business Strategy, Leadership And Management",3 hours,Beginner,en,https://www.coursera.org/learn/strategies-for-successful-execution,4.8,34,Free Audit / Pay for Cert
Compare Models with Experiments in Azure ML Studio,Individual Course,Coursera,"Machine Learning, Data Analysis",1.5 hours,Beginner,en,https://www.coursera.org/learn/compare-models-with-experiments-in-azure-ml-studio,N/A,0,Free Audit / Pay for Cert
"Ventilation, Life Safety, and Smoke Extraction in Building ",Individual Course,L&T EduTech,"Mechanical Engineering, Research Methods",,Intermediate,en,https://www.coursera.org/learn/ventilation-life-safety-and-smoke-extraction-in-building,4.9,16,Free Audit / Pay for Cert
3D Printing Software,Individual Course,University of Illinois Urbana-Champaign,"Entrepreneurship, Mechanical Engineering",,Beginner,en,https://www.coursera.org/learn/3d-printing-software,4.6,555,Free Audit / Pay for Cert
Avoiding Bias ,Individual Course,Arizona State University,Personal Development,,Beginner,en,https://www.coursera.org/learn/avoidingbias,4.7,17,Free Audit / Pay for Cert
Introduction to DevOps,Individual Course,IBM,"Software Development, Support And Operations",5 weeks of study/ 2-3 hours per week ,Beginner,en,https://www.coursera.org/learn/intro-to-devops,4.8,4105,Free Audit / Pay for Cert
Building UI Components with Storybook - A Practical Tutorial,Individual Course,Packt,"Software Development, Design And Product",,Intermediate,en,https://www.coursera.org/learn/packt-building-ui-components-with-storybook-a-practical-tutorial-om4hd,N/A,1,Free Audit / Pay for Cert
Intellectual Property as Competitive Advantage for Companies,Individual Course,EDHEC Business School,"Business Strategy, Law",1-hours/module,Beginner,en,https://www.coursera.org/learn/intellectual-property-competitive-advantage,N/A,4,Free Audit / Pay for Cert
Build an expense tracker app in Django,Individual Course,Coursera,"Software Development, Design And Product",4-6 hours,Intermediate,en,https://www.coursera.org/learn/showcase-build-expense-tracker-app-django,N/A,0,Free Audit / Pay for Cert
Mindfulness in Integrative Healthcare,Individual Course,University of Minnesota,"Research, Personal Development","4 weeks of study, 2 hours a week.",Beginner,en,https://www.coursera.org/learn/mindfulness-integrative-healthcare,4.8,231,Free Audit / Pay for Cert
Wilderness First Aid - Introduction,Individual Course,University of Colorado System,Patient Care,4 Weeks,Beginner,en,https://www.coursera.org/learn/wilderness-first-aid-introduction,4.8,58,Free Audit / Pay for Cert
La alfabetización temprana en contextos rurales ,Individual Course,Universidad Austral,Education,2-5 horas/semana,Beginner,es,https://www.coursera.org/learn/alfabetizacion-temprana-contextos-rurales,4.9,216,Free Audit / Pay for Cert
Modelos de empresa familiar: del capitán al grupo inversor,Individual Course,ESADE Business and Law School,"Leadership And Management, Business Strategy",2-4 horas de estudio durante 4 semanas,Intermediate,es,https://www.coursera.org/learn/modelos-de-empresa-familiar,4.7,57,Free Audit / Pay for Cert
Create a Gantt Chart with Lucidchart,Individual Course,Coursera,"Business Strategy, Leadership And Management",1 hour,Beginner,en,https://www.coursera.org/learn/create-gantt-chart-lucidchart,N/A,0,Free Audit / Pay for Cert
Special Topics and Specialization Wrap-up,Individual Course,Rutgers the State University of New Jersey,"Leadership And Management, Personal Development",,Intermediate,en,https://www.coursera.org/learn/special-topics-and-specialization-wrap-up,N/A,9,Free Audit / Pay for Cert
Chinese for HSK 6,Individual Course,Peking University,Other Languages,共12周的学习，2-4小时/周  （包括课后复习、练习）,Advanced,zh-CN,https://www.coursera.org/learn/chinese-for-hsk-6,4.9,515,Free Audit / Pay for Cert
지속가능발전목표를 향한 기업 운영,Individual Course,Erasmus University Rotterdam,"Business Essentials, Personal Development",이 강의는 7주 과정으로 구성되며 대략적인 학습량은 주당 3시간입니다.,Beginner,ko,https://www.coursera.org/learn/sdgbusiness-ko,N/A,0,Free Audit / Pay for Cert
Transform and Validate Real-Time Data Fast,Individual Course,Coursera,"Data Analysis, Data Management",60 minutes  ,Intermediate,en,https://www.coursera.org/learn/transform-and-validate-real-time-data-fast,N/A,0,Free Audit / Pay for Cert
Blockchain Security - Intermediate Practices ,Individual Course,LearnQuest,"Software Development, Security",4 hours per week,Advanced,en,https://www.coursera.org/learn/blockchain-security-intermediate-practices,N/A,5,Free Audit / Pay for Cert
Offensive Security Using Python,Individual Course,Packt,"Computer Security And Networks, Support And Operations",,Beginner,en,https://www.coursera.org/learn/packt-offensive-security-using-python,N/A,0,Free Audit / Pay for Cert
Geometría Analítica Preuniversitaria,Individual Course,Universidad Autónoma Metropolitana,"Math And Logic, Mechanical Engineering","1 módulo por semana, 8 semanas de duración",Intermediate,es,https://www.coursera.org/learn/geometra-analtica-preuniversitaria,4.2,15,Free Audit / Pay for Cert
Cyber Incident Response,Individual Course,Infosec,"Computer Security And Networks, Security",,Beginner,en,https://www.coursera.org/learn/incident-response,N/A,0,Free Audit / Pay for Cert
Developing and Deploying a Complete Django Web Application,Individual Course,University of Michigan,"Mobile And Web Development, Design And Product",,Intermediate,en,https://www.coursera.org/learn/django-javascript-json,4.8,292,Free Audit / Pay for Cert
Getting Started with Bottlerocket,Individual Course,Amazon Web Services,"Cloud Computing, Software Development",,Beginner,en,https://www.coursera.org/learn/aws-getting-started-with-bottlerocket,N/A,1,Free Audit / Pay for Cert
Introduction to Ableton Live,Individual Course,Berklee,Music And Art,"3 weeks of study, 3-5 hours/week",Beginner,en,https://www.coursera.org/learn/ableton-live,4.8,1118,Free Audit / Pay for Cert
Governança de dados no Google Workspace,Individual Course,Google Cloud,Computer Security And Networks,"1 week of study, 6-8 hours",Beginner,pt-BR,https://www.coursera.org/learn/google-workspace-mail-management-ptbr,N/A,0,Free Audit / Pay for Cert
Introduction to Generative AI in Legal,Individual Course,Coursera,"Law, Machine Learning",Around 180 minutes,Beginner,en,https://www.coursera.org/learn/introduction-to-generative-ai-in-legal,4.6,29,Free Audit / Pay for Cert
Online education: The foundations of online teaching,Individual Course,Macquarie University,"Education, Personal Development",15-17 hour per week,Beginner,en,https://www.coursera.org/learn/the-foundations-of-online-teaching,4.7,303,Free Audit / Pay for Cert
Create Your Own ChatGPT Clone using Python,Individual Course,Packt,"Software Development, Mobile And Web Development",,Intermediate,en,https://www.coursera.org/learn/packt-create-your-own-chatgpt-clone-using-python-2cxii,N/A,0,Free Audit / Pay for Cert
 Natural Language Processing and Capstone Assignment,Individual Course,"University of California, Irvine","Data Analysis, Software Development",,Intermediate,en,https://www.coursera.org/learn/natural-language-processing-captsone-assignment,4.4,50,Free Audit / Pay for Cert
General Chemistry: Concept Development and Application,Individual Course,Rice University,Chemistry,,N/A,en,https://www.coursera.org/learn/general-chemistry,4.7,1257,Free Audit / Pay for Cert
Integrating Specialized Body Functions,Individual Course,Immersify,"Basic Science, Patient Care",12 hours / 6 week course,Beginner,en,https://www.coursera.org/learn/3d-specialized-anatomy-physiology-systems-interactive-course,N/A,9,Free Audit / Pay for Cert
Asynchronous Programming in JavaScript - Complete Course,Individual Course,Packt,"Software Development, Data Management",,Intermediate,en,https://www.coursera.org/learn/packt-asynchronous-programming-in-javascript-complete-course-enzqd,N/A,1,Free Audit / Pay for Cert
Business Intelligence with Databricks,Individual Course,Edureka,"Data Analysis, Data Management","1 week of study, 3 hours/week",Beginner,en,https://www.coursera.org/learn/business-intelligence-with-databricks,4.3,10,Free Audit / Pay for Cert
Gemini for DevOps Engineers - Français,Individual Course,Google Cloud,Cloud Computing,,Beginner,fr,https://www.coursera.org/learn/gemini-for-devops-engineers-fr,N/A,0,Free Audit / Pay for Cert
"Brand Illustration: Create Stylized, Unforgettable Imagery",Individual Course,Skillshare,"Business Strategy, Music And Art",,Beginner,en,https://www.coursera.org/learn/brand-illustration-create-stylized-unforgettable-imagery,N/A,1,Free Audit / Pay for Cert
