Course title,Course_Type,Organization,Skills,Workload,Difficulty_level,Language,Course_link,Ratings,Review count,Payment_Model
剪辑：像编剧一样剪辑,Individual Course,Fudan University,"Cinematography, Creativity, Editing, Post-Production, Storytelling, Video Editing, Video Production","5 周课程, 2-4 小时/周",Beginner,zh-CN,https://www.coursera.org/learn/jian-ji,4.5,30,Free Audit / Pay for Cert
Sustainable Practices in High-Tech Manufacturing,Individual Course,Coursera,"AI Enablement, Capital Markets, Climate Change Mitigation, Compliance Management, Corporate Sustainability, Energy and Utilities, Environmental Monitoring, Environmental Regulations, Innovation, Internet Of Things, Manufacturing Processes, Manufacturing and Production, Materials science, Operational Efficiency, Regulatory Compliance, Sustainability Reporting, Sustainable Design, Sustainable Technologies, Waste Minimization",80 Minutes,Intermediate,en,https://www.coursera.org/learn/sustainable-practices-in-high-tech-manufacturing,N/A,0,Free Audit / Pay for Cert
Semiconductor Manufacturing Fundamentals,Individual Course,Coursera,"Analysis, Chemical Engineering, Electronics, Electronics Engineering, Infrastructure Security, Manufacturing Operations, Manufacturing Processes, Manufacturing Standards, Materials science, Network Infrastructure, Process Control, Process Engineering, Production Process, Security Controls, Semiconductors",60 Minutes,Intermediate,en,https://www.coursera.org/learn/semiconductor-manufacturing-fundamentals,N/A,1,Free Audit / Pay for Cert
User Interface Design and Prototyping,Individual Course,Microsoft,"Design Thinking, Figma (Design Software), Interaction Design, Mockups, Prototyping, Style Guides, UI\u002FUX Research, Usability, Usability Testing, User Experience Design, User Interface (UI) Design, User Research, Wireframing",,N/A,en,https://www.coursera.org/learn/user-interface-design-and-prototyping,4.4,64,Free Audit / Pay for Cert
Research Methodologies,Individual Course,Queen Mary University of London,"Case Studies, Data Collection, Focus Group, Interviewing Skills, Market Research, Probability & Statistics, Qualitative Research, Research, Research Design, Research Methodologies, Sample Size Determination, Science and Research, Surveys",20 hours (4 hours per week)  ,Beginner,en,https://www.coursera.org/learn/research-methodologies,4.7,809,Free Audit / Pay for Cert
From Climate Science to Action,Individual Course,The World Bank Group,"Climate Change Adaptation, Climate Change Mitigation, Collaboration, Cooperation, Energy and Utilities, Environment, Environmental Issue, Environmental Policy, Environmental Science, Interactive Learning, Natural Resource Management, Policy Analysis, Scientific Methods, Social Impact, Sustainable Development, Water Resource Management",,Beginner,en,https://www.coursera.org/learn/climate-science,4.7,477,Free Audit / Pay for Cert
Data Storage and Management for Big Data,Individual Course,Microsoft,"Azure Synapse Analytics, Data Architecture, Data Governance, Data Infrastructure, Data Integration, Data Lakes, Data Management, Data Pipelines, Data Processing, Data Storage, Data Storage Technologies, Data Transformation, Data Warehousing, Database Management Systems, Databases, Extract, Load, Microsoft Azure, NoSQL, Real Time Data, SQL Server Integration Services (SSIS), Transform","3 months, 5 hours per week",Intermediate,en,https://www.coursera.org/learn/microsoft-big-data-storage-management,N/A,0,Free Audit / Pay for Cert
Analyze Box Office Data with Seaborn and Python,Individual Course,Coursera,"Machine Learning, Data Analysis",2 hours,Intermediate,en,https://www.coursera.org/learn/analyze-data-seaborn-python,4.5,29,Free Audit / Pay for Cert
Analyze Multimodal AI for Business Insights,Individual Course,Coursera,"AI Enablement, Analytical Skills, Customer Insights, Data Presentation, Data Synthesis, Large Language Modeling, Multimodal Prompts, Strategic Thinking",116 minutes,Intermediate,en,https://www.coursera.org/learn/analyze-multimodal-ai-for-business-insights,N/A,0,Free Audit / Pay for Cert
Material Jetting and Stereolithography,Individual Course,Arizona State University,"Analytical Testing, Equipment Design, Experimentation, Laboratory Experience, Manufacturing Operations, Manufacturing Processes, Materials science, Process Development, Process Engineering, Production Process, Prototyping",,Intermediate,en,https://www.coursera.org/learn/material-jetting-and-stereolithography,4.8,26,Free Audit / Pay for Cert
Cybersecurity Identity and Access Solutions with Azure AD,Individual Course,Microsoft,"Active Directory, Authentications, Authorization (Computing), Azure Active Directory, Cloud Services, Enterprise Security, Identity and Access Management, Microsoft Azure, Multi-Factor Authentication, Role-Based Access Control (RBAC), Security Controls, Single Sign-On (SSO), User Accounts",21 hours,Beginner,en,https://www.coursera.org/learn/cybersecurity-identity-access-solutions-azure-ad,N/A,9,Free Audit / Pay for Cert
Multi-Agent Systems with LangGraph,Individual Course,Edureka,"AI Orchestration, AI Workflows, Agentic Workflows, Agentic systems, Data Persistence, Debugging, Disaster Recovery, Human Factors (Security), LLM Application, LangChain, LangGraph, Network Routing, Responsible AI, Software Architecture, Test Execution Engine","4 weeks of study, 3 - 4 hours/week",Intermediate,en,https://www.coursera.org/learn/multi-agent-systems-with-langgraph,N/A,0,Free Audit / Pay for Cert
GenAI for Front-End Developers,Individual Course,Coursera,"Front-End Web Development, Frontend Integration, Frontend Performance, Generative AI, HTML and CSS, Prompt Engineering, Responsible AI, Software Documentation, Test Automation, Test Script Development, UI\u002FUX Strategy, User Experience Design",1 Hour,Intermediate,en,https://www.coursera.org/learn/genai-for-front-end-developers,4.4,38,Free Audit / Pay for Cert
Teaching LGBTQ+ Health,Individual Course,Stanford University,"Behavioral Health, Community Health, Cultural Responsiveness, Education and Training, Health Assessment, Health Care, Health Disparities, Health Education, Health Equity, Healthcare Industry Knowledge, Instructing, Instructional Strategies, Interactive Learning, Medical Terminology, Patient Communication, Patient Education And Counseling, Social Determinants Of Health, Teaching","1 week study, 2 hours",Beginner,en,https://www.coursera.org/learn/teaching-lgbtq-health,4.8,24,Free Audit / Pay for Cert
史記 (Shi Ji),Individual Course,National Taiwan University,"Ancient History, Case Studies, Culture, Ethical Standards And Conduct, Liberal Arts, Research, Research Methodologies, Storytelling, Timelines, World History",,Beginner,zh-TW,https://www.coursera.org/learn/shiji,4.9,212,Free Audit / Pay for Cert
XR in Healthcare Education and Clinical Practice,Individual Course,Imperial College London,"Augmented Reality, Business Systems Analysis, Clinical Practices, Critical Thinking, Education Software and Technology, Emerging Technologies, Health Technology, Healthcare Project Management, Innovation, Medical Devices, Project Planning, User Centered Design, Virtual Environment, Virtual Reality","4 Weeks of study, 4 -6 hours/week",Beginner,en,https://www.coursera.org/learn/extended-reality-in-healthcare-education-and-clinical-practice,N/A,7,Free Audit / Pay for Cert
Fundamentos del Management,Individual Course,Universidad de Palermo,"Agile Project Management, Business Leadership, Business Management, Business Planning, Business Strategy, Constructive Feedback, Decision Making, Digital Transformation, Goal Setting, Leadership, Leadership Development, Management Training And Development, Organizational Strategy, Strategic Leadership",3 horas por semana.,Beginner,es,https://www.coursera.org/learn/fundamentos-del-management,4.5,242,Free Audit / Pay for Cert
Successful Presentation,Individual Course,University of Colorado Boulder,"Adaptability, Business Writing, Communication, Composure, Creativity, Drive Engagement, Non-Verbal Communication, Persuasive Communication, Presentations, Public Speaking, Rapport Building, Sales Presentations, Storytelling, Verbal Communication Skills","4  weeks of study, 2 hours/week",Beginner,en,https://www.coursera.org/learn/presentation-skills,4.8,4921,Free Audit / Pay for Cert
YouTube Ads & Video Marketing,Individual Course,Alex Genadinik,"Advertising, Advertising Campaigns, Copywriting, Digital Advertising, Drive Engagement, Marketing Strategies, Sales Presentation, Target Audience, Video Production",,N/A,en,https://www.coursera.org/learn/youtube-ads,N/A,0,Free Audit / Pay for Cert
Consultative Selling and Buyer Engagement,Individual Course,LearnQuest,"Active Listening, B2B Sales, Consultative Selling, Enterprise Sales, Executive Presence, Oral Expression, Performance Analysis, Performance Metric, Proposal Development, Sales, Sales Pipelines, Sales Presentations, Sales Process, Sales Strategy, Solution Sales Engineering, Specialized Sales, Stakeholder Engagement, Technical Sales, Verbal Communication Skills","3 weeks of study, 3 hours/week",Beginner,en,https://www.coursera.org/learn/consultative-selling-and-buyer-engagement,N/A,0,Free Audit / Pay for Cert
Choosing your AWS identity service,Individual Course,Amazon Web Services,"Amazon Web Services, Cloud Services, Identity and Access Management, Technical Communication, Web Content Accessibility Guidelines",,Beginner,en,https://www.coursera.org/learn/choosing-your-aws-identity-service,N/A,0,Free Audit / Pay for Cert
"Portfolio, Interview, and Job Strategy",Individual Course,Coursera,"Agile Methodology, Agile Project Management, Automation, Collaborative Software, Concision, Dashboard, Interviewing Skills, Issue Tracking, Jira (Software), LinkedIn, Portfolio Management, Professional Development, Professional Networking, Responsible AI",2 hours,Beginner,en,https://www.coursera.org/learn/portfolio-interview-and-job-strategy,N/A,0,Free Audit / Pay for Cert
Translating Research to Communities ,Individual Course,University of Michigan,"Community Health, Community Outreach, Cultural Sensitivity, Epidemiology, Health Care, Health Disparities, Health Informatics, Health Policy, Public Health, Research, Research Methodologies",,Beginner,en,https://www.coursera.org/learn/translating-research-to-communities,N/A,3,Free Audit / Pay for Cert
Sistemas operativos y tú: Convertirse en un usuario avanzado,Individual Course,Google,"Creative Thinking, Design Strategies, Digital pedagogy, Education Software and Technology, Educational Materials, Emerging Technologies, Innovation, Instructional Design, Learning Management Systems, Learning Strategies, Planning, Problem Solving, Quality Assurance, Resourcefulness, Solution Design, Systems Analysis, Technical Documentation, User Centered Design, Virtual Environment, digital literacy",8 - 10 horas por semana,Beginner,es,https://www.coursera.org/learn/sistemas-operativos,N/A,0,Free Audit / Pay for Cert
Palo Alto Networks Cybersecurity Fundamentals,Individual Course,Packt,"Cloud Computing, Computer Networking, Computer Security, Cyber Attacks, Cybersecurity, Endpoint Security, Firewall, Infrastructure Security, Network Routing, TCP\u002FIP, Technical Support and Services, Threat Detection, Vulnerability Assessments, Wireless Networks",,Intermediate,en,https://www.coursera.org/learn/packt-palo-alto-networks-cybersecurity-fundamentals-pccsa-nxmaz,N/A,0,Free Audit / Pay for Cert
Financing  Biotech Innovation,Individual Course,Technical University of Munich (TUM),"Biotechnology, Business Valuation, Commercial Laws, Contract Negotiation, Due Diligence, Entrepreneurial Finance, Finance, Financial Analysis, Fundraising, Intellectual Property, Investments, Negotiation, Presentations, Private Equity, Return On Investment, Stakeholder Analysis",3-4 hours per week for 6 weeks,Intermediate,en,https://www.coursera.org/learn/financing-biotech-innovation,N/A,0,Free Audit / Pay for Cert
Manage Schema Evolution in Real‑Time Data,Individual Course,Coursera,"Apache Kafka, Automation, Automation Engineering, Continuous Integration, Continuous Monitoring, Data Integrity, Data Modeling, Data Pipelines, Data Validation, Data Warehousing, Operational Databases, Real Time Data, Software Versioning, Warehouse Management",60 Minutes,Intermediate,en,https://www.coursera.org/learn/manage-schema-evolution-in-realtime-data,N/A,0,Free Audit / Pay for Cert
Specialized RMAN Features and Advanced Use Cases,Individual Course,Packt,"Cloud Services, Cloud Storage, Database Administration, Debugging, Disaster Recovery, Encryption, Oracle Databases, Performance Tuning",,Advanced,en,https://www.coursera.org/learn/packt-specialized-rman-features-and-advanced-use-cases-f2n1f,N/A,0,Free Audit / Pay for Cert
工程圖學 2D CAD,Individual Course,National Taiwan University,"Architectural Drawing, AutoCAD, Blueprint Reading, Computer-Aided Design, Drafting and Engineering Design, Engineering Design Process, Engineering Drawings, Graphical Tools, Mechanical Drawings, Technical Drawing, Visualization (Computer Graphics)",,N/A,zh-TW,https://www.coursera.org/learn/2d-cad,4.7,224,Free Audit / Pay for Cert
